verse_id,annotator_1_user_username,annotator_2_user_username,annotator_3_user_username,annotator_4_user_username,annotator_1_is_misogynistic,annotator_2_is_misogynistic,annotator_3_is_misogynistic,annotator_4_is_misogynistic,annotator_1_type_sexualization,annotator_2_type_sexualization,annotator_3_type_sexualization,annotator_4_type_sexualization,annotator_1_type_violence,annotator_2_type_violence,annotator_3_type_violence,annotator_4_type_violence,annotator_1_type_hate,annotator_2_type_hate,annotator_3_type_hate,annotator_4_type_hate,annotator_1_type_not_related,annotator_2_type_not_related,annotator_3_type_not_related,annotator_4_type_not_related,annotator_1_has_gender_stereotype,annotator_2_has_gender_stereotype,annotator_3_has_gender_stereotype,annotator_4_has_gender_stereotype,group_id
2244725__7,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2244813__1,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2244813__10,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,M,NM,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Y,Y,N,,2
2244813__2,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,M,NM,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Y,Y,Y,,2
2244813__3,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,M,NM,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Y,Y,Y,,2
2244813__4,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,M,NM,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Y,Y,Y,,2
2244813__5,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,M,NM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Y,Y,Y,,2
2244813__6,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,M,NM,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Y,Y,N,,2
2244813__7,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2244813__8,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,M,NM,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,Y,Y,N,,2
2244813__9,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2245689__1,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2245689__2,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2245689__3,hortiz.pao,med978977,ayge.1904,,M,M,NM,,False,False,False,,False,False,False,,True,True,False,,False,False,False,,Y,Y,,,4
2245689__4,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2245689__5,hortiz.pao,med978977,ayge.1904,,M,M,M,,False,False,False,,False,False,False,,True,True,False,,False,False,True,,Y,Y,N,,4
2246582__1,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2246582__10,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2246582__2,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2246582__3,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2246582__4,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2246582__5,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2246582__6,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2246582__7,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2246582__8,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2246582__9,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2247051__1,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2247051__2,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2247051__3,hortiz.pao,med978977,ayge.1904,,NM,NM,M,,False,False,False,,False,False,False,,False,False,False,,False,False,True,,,,N,,4
2247051__4,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2248139__1,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2248139__2,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2248139__3,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2248139__4,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2248139__5,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2248139__6,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2248139__7,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2248139__8,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2248139__9,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2250284__1,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,M,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,N,N,N,N,3
2250284__2,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,M,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,N,N,N,N,3
2250284__3,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,NM,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,Y,Y,Y,,3
2250284__4,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,M,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,Y,Y,Y,Y,3
2250284__5,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,M,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,N,N,N,N,3
2250284__6,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
2250284__7,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,M,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,N,N,N,N,3
2252384__1,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2252384__2,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2252384__3,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2252384__4,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2252384__5,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2252384__6,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2252384__7,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2252384__8,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2252384__9,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__1,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__10,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__11,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__2,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__3,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__4,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__5,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__6,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__7,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__8,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2257957__9,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2258993__1,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2258993__2,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2258993__3,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2258993__4,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2258993__5,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2259176__1,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2259176__2,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2259176__3,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,M,M,NM,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,,Y,Y,,1
2259775__1,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2259775__2,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2259775__3,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2259775__4,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2259775__5,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2259820__1,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2259820__2,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2259820__3,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2260273__1,hortiz.pao,med978977,ayge.1904,,NM,NM,M,,False,False,False,,False,False,False,,False,False,False,,False,False,True,,,,N,,4
2260273__2,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2260273__3,hortiz.pao,med978977,ayge.1904,,NM,NM,M,,False,False,False,,False,False,False,,False,False,False,,False,False,True,,,,N,,4
2260273__4,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2260273__5,hortiz.pao,med978977,ayge.1904,,M,M,M,,True,True,True,,False,False,False,,False,False,False,,False,False,False,,N,N,Y,,4
2260273__6,hortiz.pao,med978977,ayge.1904,,NM,NM,M,,False,False,False,,False,False,False,,False,False,False,,False,False,True,,,,N,,4
2260674__1,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2260674__2,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,NM,NM,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,,,2
2260674__3,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,NM,NM,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,,,2
2260674__4,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2260674__5,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,NM,NM,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N,Y,,,2
2260674__6,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,NM,NM,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,,,2
2260674__7,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,M,M,NM,NM,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,,,2
2260674__8,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2261174__1,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2261174__10,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2261174__2,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2261174__3,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2261174__4,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2261174__5,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2261174__6,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2261174__7,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2261174__8,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2261174__9,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2264220__1,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,M,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,N,N,N,N,3
2264220__2,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
2264220__3,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,M,True,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,Y,Y,Y,Y,3
2264220__4,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
2264220__5,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
2268376__1,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2268376__10,hortiz.pao,med978977,ayge.1904,,NM,NM,M,,False,False,True,,False,False,False,,False,False,False,,False,False,False,,,,N,,4
2268376__11,hortiz.pao,med978977,ayge.1904,,NM,NM,M,,False,False,False,,False,False,False,,False,False,False,,False,False,True,,,,Y,,4
2268376__12,hortiz.pao,med978977,ayge.1904,,NM,NM,M,,False,False,False,,False,False,False,,False,False,False,,False,False,True,,,,Y,,4
2268376__2,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2268376__3,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2268376__4,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2268376__5,hortiz.pao,med978977,ayge.1904,,M,M,M,,True,True,True,,True,True,False,,False,False,False,,False,False,False,,N,N,Y,,4
2268376__6,hortiz.pao,med978977,ayge.1904,,M,M,M,,True,True,True,,False,False,False,,True,True,False,,False,False,False,,Y,Y,Y,,4
2268376__7,hortiz.pao,med978977,ayge.1904,,NM,NM,M,,False,False,True,,False,False,True,,False,False,False,,False,False,False,,,,Y,,4
2268376__8,hortiz.pao,med978977,ayge.1904,,NM,NM,M,,False,False,False,,False,False,False,,False,False,False,,False,False,True,,,,N,,4
2268376__9,hortiz.pao,med978977,ayge.1904,,NM,NM,M,,False,False,False,,False,False,True,,False,False,False,,False,False,False,,,,Y,,4
2270807__1,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,M,M,M,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,,Y,Y,N,1
2270807__2,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,M,M,M,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,,Y,Y,Y,1
2270807__3,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,M,M,M,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,,N,N,N,1
2270807__4,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,M,M,M,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,,Y,Y,Y,1
2270807__5,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2270807__6,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,M,M,M,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,,N,Y,N,1
2270807__7,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,M,M,M,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,,N,N,N,1
2270807__8,anaguvi33,tania.gam,arturoca971,isaiaspachecoc,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
2273339__1,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
2273339__2,hortiz.pao,med978977,ayge.1904,,M,M,NM,,True,True,False,,False,False,False,,True,True,False,,False,False,False,,Y,Y,,,4
2273339__3,hortiz.pao,med978977,ayge.1904,,M,M,M,,True,True,True,,False,False,True,,True,True,False,,False,False,False,,Y,Y,Y,,4
2273339__4,hortiz.pao,med978977,ayge.1904,,M,M,M,,False,False,False,,False,False,True,,True,True,True,,False,False,False,,N,N,Y,,4
2273339__5,hortiz.pao,med978977,ayge.1904,,M,M,M,,True,True,False,,False,False,True,,True,True,False,,False,False,False,,Y,Y,Y,,4
2273339__6,hortiz.pao,med978977,ayge.1904,,M,M,M,,True,True,False,,False,False,True,,True,True,False,,False,False,False,,Y,Y,Y,,4
2273339__7,hortiz.pao,med978977,ayge.1904,,M,M,M,,True,True,False,,False,False,True,,True,True,False,,False,False,False,,Y,Y,Y,,4
2280543__1,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2280543__10,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2280543__2,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2280543__3,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2280543__4,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2280543__5,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2280543__6,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2280543__7,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2280543__8,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2280543__9,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
2282527__1,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
2282527__2,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,M,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,N,3
2282527__3,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
2282527__4,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,NM,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Y,Y,Y,,3
2282527__5,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,M,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,N,Y,N,N,3
2282527__6,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,M,M,M,M,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,N,3
