song_id,artist,title,n_verses,lyrics_len,release_date,release_year,decade,album,country,gender_or_group,genres_all,genre_main,is_misogynistic,type_sexualization,type_violence,type_hate,has_gender_stereotype,in_train,in_test
3282456,Natos y Waor,Miedo y Asco,7,1390,08/12/14,2014,2010,Barras Bravas,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,0,1,Y,True,False
3283287,Maikel Delacalle,Mi Nena,6,2529,15/04/16,2016,2010,Mi Nena Remix,España,hombre,"['hip-hop', 'trap latino', 'reggaeton', 'latin urban']",hip-hop,M,1,0,0,Y,True,False
3285116,KAROL G & Cosculluela,La Dama,12,2482,03/11/17,2017,2010,Unstoppable,Colombia,mujer,"['reggaeton', 'pop', 'latin pop', 'trap latino', 'reggaeton colombiano', 'dancehall', 'latin urban', 'r&b', 'english']",reggaeton,M,1,0,1,Y,True,False
3289276,Boy Wonder CF (Ft. Darkiel & Jon Z),Te Llamé Borracho,8,2633,20/01/18,2018,2010,Chosen Few New Generation,Estados Unidos,hombre,"['hip hop', 'latin urban', 'reggaeton', 'soul', 'funk', 'contemporary r&b', 'rhythm & blues', 'pop', 'film soundtrack', 'pop soul', 'vegan', 'grammy winner', 'rock and indie']",hip hop,M,1,1,1,Y,True,False
3297818,Luis Fonsi & Demi Lovato,Échame la Culpa,10,2899,17/11/17,2017,2010,Échame la culpa,Puerto Rico,hombre,"['dueto', 'luis fonsi', 'demi lovato', 'poplatino', 'pop', 'latin pop', 'reggaeton', 'echame la culpa']",dueto,NM,0,0,0,N,False,True
3297866,Bad Bunny,Chambea,7,2280,01/12/17,2017,2010,2026 Super Bowl LX Megamix,Puerto Rico,hombre,"['reggaeton', 'trap', 'trap latino', 'latin pop', 'rap', 'latin rap', 'pop rap', 'latin trap', 'hip hop']",reggaeton,M,1,1,0,N,True,False
3297955,Natos y Waor & Recycled J,Chillin,3,2093,08/11/12,2012,2010,"Hijos de la Ruina, Vol. 1 - EP",España,grupo,['rap'],rap,M,1,0,0,N,True,False
3297967,Natos y Waor & Recycled J,Hija de Puta,5,1998,08/11/12,2012,2010,"Hijos de la Ruina, Vol. 1 - EP",España,grupo,['rap'],rap,M,1,0,1,Y,False,True
3298017,Natos y Waor & Recycled J,Hijos de la Ruina,8,2555,08/11/12,2012,2010,"Hijos de la Ruina, Vol. 1 - EP",España,grupo,['rap'],rap,M,1,0,1,N,True,False
3298074,Natos y Waor & Recycled J,Medias Tintas,4,4454,08/11/12,2012,2010,"Hijos de la Ruina, Vol. 1 - EP",España,grupo,['rap'],rap,M,1,0,1,Y,False,True
3298103,Natos y Waor & Recycled J,Tiras y aflojas,3,3008,08/11/12,2012,2010,"Hijos de la Ruina, Vol. 1 - EP",España,grupo,['rap'],rap,M,1,1,1,Y,True,False
3298447,Mau y Ricky (Ft. KAROL G),Mi Mala,9,2057,13/10/17,2017,2010,Para Aventuras y Curiosidades,Venezuela,grupo,"['electronic', 'electro-pop', 'portuguese', 'portugal', 'pop', 'doom', 'instrumental', 'sludge', 'indie rock', 'hip-hop', 'latin pop']",electronic,M,0,0,1,Y,True,False
3299437,"Nio García, Casper Mágico & Darell",Te Boté,9,3478,01/12/17,2017,2010,Te boté,Puerto Rico,hombre,"['latin urban', 'reggaeton', 'trap latino']",latin urban,M,1,0,1,Y,True,False
3300478,Kinder Malo & Pimp Flaco (Ft. WBMS),Laberinto de Amor,4,1857,02/11/17,2017,2010,A Veces,España,hombre,"['trap', 'barcelona', 'sadboys', 'hip hop', 'cloud rap', 'rap fecal', 'meme rap']",trap,NM,,,,,True,False
3303531,Nathy Peluso,Corashe,6,1764,02/11/17,2017,2010,Corashe,España,mujer,"['pop', 'rnb', 'argentinian', 'espana', 'from spain', 'spaniard', 'latin pop']",pop,NM,,,,,True,False
3303533,Nathy Peluso,Sandía,7,1806,15/05/17,2017,2010,Esmeralda,España,mujer,"['pop', 'rnb', 'argentinian', 'espana', 'from spain', 'spaniard', 'latin pop']",pop,NM,,,,,True,False
3303536,Nathy Peluso,Alabame,5,1568,13/06/17,2017,2010,Esmeralda,España,mujer,"['pop', 'rnb', 'argentinian', 'espana', 'from spain', 'spaniard', 'latin pop']",pop,NM,,,,,True,False
3303548,Nathy Peluso,Oreen Ishi,7,766,17/02/17,2017,2010,Esmeralda,España,mujer,"['pop', 'rnb', 'argentinian', 'espana', 'from spain', 'spaniard', 'latin pop']",pop,NM,,,,,True,False
3304390,Nathy Peluso,Kun Fu,9,2456,01/02/17,2017,2010,Esmeralda,España,mujer,"['pop', 'rnb', 'argentinian', 'espana', 'from spain', 'spaniard', 'latin pop']",pop,M,1,0,0,N,True,False
3305817,Pablo Alborán,Curo Tus Labios,6,1671,17/11/17,2017,2010,Prometo,España,hombre,"['pop', 'pop rock', 'latin pop', 'nueva copla', 'pablo alborán']",pop,NM,,,,,True,False
3307022,Ozuna (Ft. Cardi B),La Modelo,11,2826,19/12/17,2017,2010,Aura,Puerto Rico,hombre,"['reggaeton', 'latin trap', 'latin urban', 'trap latino', 'hip hop', 'pop', 'east coast hip hop', 'alternative pop', 'hardcore hip hop', 'queer', 'pop rap', 'trap', 'trap soul', 'rap', 'english', 'lick', 'englisch', 'relic inn', 'awful', 'late 2010s']",reggaeton,M,1,0,0,N,True,False
3314992,KEVIN ROLDAN & De La Ghetto,Hacer El Amor,10,2300,03/08/18,2018,2010,Kevin Roldán Edition,Colombia,hombre,"['reggaeton', 'perreo', 'urbano', 'colombian mafe y gabo', 'urban latino', 'latin urban', 'kevin roldan', 'kr', 'si no te enamoras', 'contigo', 'bonita', 'eres mi droga']",reggaeton,M,1,0,0,N,True,False
3316773,Nick Bolt,La Lágrima,6,1317,11/11/16,2016,2010,Criminal,Argentina,mujer,"['pop', 'guys who like to flaunt']",pop,NM,,,,,True,False
3319144,Natos y Waor,Dale gas,8,2934,04/04/11,2011,2010,Por La Jeta,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,0,0,N,True,False
3319167,Natos y Waor,Critical,2,2194,04/04/11,2011,2010,Por La Jeta,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,0,1,N,True,False
3319860,Natos y Waor,Por la jeta,4,2924,04/04/11,2011,2010,Por La Jeta,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,NM,,,,,True,False
3320644,Sharif (Ft. Bombony Montana),La traición,6,2887,16/11/17,2017,2010,Acariciado mundo,España,hombre,['rap'],rap,NM,,,,,True,False
3321596,Natos y Waor,Botella para dos,4,1203,16/11/17,2017,2010,Barras Bravas,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,0,1,Y,True,False
3322883,DrefQuila,Acompáñame,5,935,01/01/17,2017,2010,Dolce Beijo - EP,Chile,hombre,"['trap', 'rap', 'latin urban', 'hip-hop', 'trap rap', 'trap latino']",trap,M,1,1,0,Y,True,False
3325043,Natos y Waor,Loopings,4,2178,15/02/12,2012,2010,Catarsis,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,0,1,Y,True,False
3325129,Natos y Waor,Bonus teck - Es como la cocaína (Remix),4,517,15/02/12,2012,2010,Catarsis,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,NM,,,,,True,False
3326327,Shotta,Recuerdo,4,2771,16/09/16,2016,2010,Para mi gente,España,hombre,"['rap', 'hip-hop', 'sevilla', 'hip hop', 'hiphop', 'spanish hip-hop', 'shotta']",rap,M,1,0,1,N,True,False
3335720,"Mark B (Ft. DJ Luian, Farruko, Justin Quiles & KEVIN ROLDAN)",Pura Falsedad,13,3229,17/08/17,2017,2010,Pura falsedad,Estados Unidos,hombre,"['latin urban', 'reggaeton', 'rock', 'soft rock', 'blues rock', 'classic rock', 'folk', 'guitar', 'folk rock', 'film score', 'film soundtrack', 'soundtracks', 'border reiver']",latin urban,M,1,1,1,Y,True,False
3338382,Natos y Waor,Cicatrices,7,3583,27/11/17,2017,2010,Cicatrices,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,NM,,,,,True,False
3347278,Paulo Londra,Condenado Para el Millón,9,3429,04/12/17,2017,2010,Homerun,Argentina,hombre,"['trap', 'white rapper', 'trap latino', 'trap argentino', 'rap', 'cordoba', 'ended', 'messi']",trap,M,1,0,1,Y,True,False
3355109,"Blunted Vato (Ft. Black O, G BENZ & Tymo Benz)",LA GRASA,9,1869,21/11/17,2017,2010,Lirical Teworist II,España,hombre,"['heavy metal', 'hard rock', 'traditional doom metal', 'metal', 'proto doom', 'doom metal', 'rock', 'classic rock', 'british', 'blues rock', 'psychedelic rock', 'birmingham', 'black sabbath', 'untied kingdom', 'reino unido', 'heavy', 'heavy blues', 'english', 'dark', 'england', 'ominous', 'proto-doom', 'nwobhm', 'pop rock', 'jazz-rock', 'want to listen', 'classic pop and rock', 'new wave of british heavy metal', 'reunion']",heavy metal,M,1,0,1,Y,False,True
3367159,Frijo,En Busca de Verdes,15,3329,12/12/17,2017,2010,SXSW 2019 Showcasing Artists,Argentina,hombre,['trap'],trap,M,1,0,1,Y,True,False
3370300,DELLAFUENTE & C. Tangana,Guerrera,9,2914,15/12/17,2017,2010,Guerrera,España,hombre,"['rap', 'hip-hop', '18100', 'granada', 'de', 'que', 'trap', 'spanish hip-hop', 'hip hop', 'trap latino', 'flamenco urbano', 'flamenco']",rap,NM,,,,,True,False
3379774,Batalla de los Dioses,God Level: La Batalla de los Dioses 2,13,5260,21/05/16,2016,2010,Batalla de los Dioses,España,hombre,"['latin rock', 'alternative rock', 'pop rock']",latin rock,NM,0,0,0,N,False,True
3380003,Simpson Ahuevo,Blunt De Guayaba,5,1895,01/01/17,2017,2010,Jorge,México,hombre,"['rap', 'hip hop', 'hip-hop', 'mexican hip-hop', 'mexican hip hop']",rap,M,1,0,0,Y,True,False
3388389,Natos y Waor,Underground Kings,8,1737,22/12/17,2017,2010,Cicatrices,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,0,1,N,True,False
3394089,Kidd Keo,Lollypop,6,2311,25/12/17,2017,2010,The Giant,España,hombre,"['trap', 'rap', 'drill', 'alicante', 'spanish trap']",trap,M,1,0,1,N,True,False
3395401,Operación Triunfo 2017,Camina,19,1735,25/12/17,2017,2010,Operación Triunfo 2017 (Duetos),España,grupo,['esto es esparta'],esto es esparta,NM,0,0,0,N,False,True
3397345,Kidd Keo,Trap Life,6,2972,25/12/17,2017,2010,The Giant,España,hombre,"['trap', 'rap', 'drill', 'alicante', 'spanish trap']",trap,M,1,0,1,Y,True,False
3400621,Elenco de Violetta (Ft. Rock Bones & TINI),A Los Cuatro Vientos,8,1306,28/11/13,2013,2010,Violetta En Vivo,Argentina,mujer,"['latin pop', 'cloud rap', 'emo rap', 'hip hop', 'lo-fi', 'trap', 'trap metal', 'underground hip hop', 'pop', 'underground rap', 'gothic', 'indie folk', 'pop rap', 'emo pop', 'lo-fi hip hop', 'rap', 'gangsta rap', 'witch house', 'lofi']",latin pop,NM,,,,,True,False
3402741,"Chris Jedi, J Balvin & Ozuna (Ft. Anuel AA, Arcángel, Cardi B & Offset)",Ahora Dice (Real Hasta La Muerte Remix),11,4834,12/02/18,2018,2010,Spanglish Favorites,Puerto Rico,hombre,"['reggaeton', 'hip-hop', 'trap latino', 'trap', 'latin urban', 'blues', 'rock', 'blues rock', 'pop rock', 'british blues', 'soft rock', 'pop', 'electric blues', 'bookmark', 'british', 'classic pop and rock', 'rock blues']",reggaeton,M,1,0,1,Y,True,False
3407516,La Mafia del Amor,No Me Olvides,7,1806,07/09/15,2015,2010,Pegao en Youtube,España,grupo,"['pop', 'hip hop', 'electronic', 'reggaeton', 'mambo', 'trap']",pop,NM,,,,,True,False
3411728,Costa,Poseidón,6,3125,04/01/18,2018,2010,Maldito,España,hombre,"['breaks', 'electro', 'jungle', 'trance', 'techno', 'ghettotech', 'latin club', 'rap', 'spanish hip hop', 'spanish hip-hop']",breaks,M,1,1,0,Y,True,False
3413078,DAPS (ESP),Lil Nobita,7,2372,27/12/16,2016,2010,Nobita / Aktionsradius,España,hombre,"['techno', 'trance', 'hard trance', 'acid techno', 'acid trance', 'discjockey', 'komponist', 'musikproduzent', 'singstimme', 'uplifting trance']",techno,M,1,0,1,Y,True,False
3413751,Ele A El Dominio,Que Vuelva,7,2250,05/01/18,2018,2010,No contesta,Puerto Rico,hombre,"['hip-hop', 'rap', 'trap', 'reggaeton', 'latin urban', 'trap latino', 'real g4 life', 'hip hop']",hip-hop,M,1,1,1,Y,True,False
3417109,Airbag (ARG),Por mil noches,9,1482,27/11/13,2013,2010,Libertad,Argentina,grupo,"['pop punk', 'power pop', '2000s', 'latin rock']",pop punk,M,0,1,0,N,False,True
3420089,Yung Beef,Intro,8,2872,01/02/18,2018,2010,Adromicfms 4,España,hombre,"['trap', 'reggaeton', 'rap', 'cloud rap', 'spanish trap', 'hip-hop', 'g o a t', 'hip hop']",trap,M,1,0,1,Y,False,True
3420090,Yung Beef,Brazy,5,1842,01/02/18,2018,2010,Adromicfms 4,España,hombre,"['trap', 'reggaeton', 'rap', 'cloud rap', 'spanish trap', 'hip-hop', 'g o a t', 'hip hop']",trap,M,1,1,1,N,True,False
3420091,Yung Beef,Me Perdí en Madrid,7,2574,12/01/18,2018,2010,Adromicfms 4,España,hombre,"['trap', 'reggaeton', 'rap', 'cloud rap', 'spanish trap', 'hip-hop', 'g o a t', 'hip hop']",trap,M,1,0,1,Y,True,False
3420092,Yung Beef,Infierno,6,2136,01/02/18,2018,2010,Adromicfms 4,España,hombre,"['trap', 'reggaeton', 'rap', 'cloud rap', 'spanish trap', 'hip-hop', 'g o a t', 'hip hop']",trap,M,1,1,1,N,True,False
3420095,Yung Beef,Daniela Bregoli,7,1526,03/10/17,2017,2010,Adromicfms 4,España,hombre,"['trap', 'reggaeton', 'rap', 'cloud rap', 'spanish trap', 'hip-hop', 'g o a t', 'hip hop']",trap,M,1,0,1,Y,True,False
3420099,Yung Beef,Valentino Demons,6,2742,01/02/18,2018,2010,Adromicfms 4,España,hombre,"['trap', 'reggaeton', 'rap', 'cloud rap', 'spanish trap', 'hip-hop', 'g o a t', 'hip hop']",trap,M,1,0,1,Y,True,False
3422895,Natos y Waor,Caminaré,8,2495,08/01/18,2018,2010,Cicatrices,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,NM,,,,,True,False
3424656,Jarabe de Palo,Grita,5,1099,30/09/96,1996,1990,La Flaca,España,grupo,"['rock', 'pop', 'spanish pop', 'latin rock', 'rock en espanol', 'jarabe de palo', 'barcelona', 'pop rock']",rock,M,0,1,0,N,True,False
3432301,"Natalia Lafourcade (Ft. Eugenia León, Los Macorinos & Omara Portuondo)",Desdeñosa,5,1084,09/02/18,2018,2010,"Musas: Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 2",México,mujer,"['pop', 'folk pop', 'latin pop', 'female vocals', 'latin american', 'rock', 'pop rock']",pop,NM,,,,,True,False
3432448,Various Artists,"Y, ¿Si Fuera Ella? (+ Es +)",4,1340,19/05/17,2017,2010,Gala Latina,compilación,grupo,"['special purpose artist', 'special purpose', 'compilation', 'soundtrack', '9818784', 'score', 'absolute', '2002', '2004', 'disco', '1990s', '2000s', 'virginia', '2000', '2001', 'va', 'aggro berlin', 'aggro', 'virginia beach', 'lamb of god', 'alabama thunderpussy', 'tag spam', 'boot land', 's.a. souvenirs', 'mugwart was a sludge/punk/doom/hardcore band from virginia beach', 'active 1998–2002. emerging from the tidewater crust‑punk/skate scene', 'the group combined punk urgency and hardcore aggression with downtuned sludge heaviness and doom atmosphere. their raw', 'abrasive sound placed them firmly within the late‑1990s/early‑2000s underground', 'while maintaining a distinctly punk ethos. the band’s definitive release is discography (this dark reign recordings', 'tdr‑13', 'usa)', 'which compiles studio material from 1999–2002. tracks were originally issued (or intended) across several small‑label documents: “before you / fallen” — acrude records (crude‑01', 'france)', 'shifty records (sh09', 'compilation. crushers killers destroyers! — shifty records (sh08', 'compilation. doomed — this dark reign recordings (tdr‑001', 'compilation. mugwart performed throughout virginia and the surrounding region', 'sharing stages with grief', 'damad', 'fistula', 'sofa king killer', 'and clutch. in 2011', 'uk extreme‑metal band dragged into sunlight selected mugwart’s track “fallen” for a curated mixtape in terrorizer magazine (issue #285)', 'highlighting the group’s ongoing resonance nearly a decade after disbanding. legacy: though short‑lived', 'mugwart is regarded as a cult', 'foundational act of the virginia sludge/punk/doom underground. their recordings circulate digitally via bandcamp and streaming platforms', 'and their influence continues to be cited by later generations of extreme bands. disambiguation: this is mugwart (virginia beach', 'mugwart (has nothing to do with (“mugwort”)', 'needs to be removed', 'sludge hardcore punk', 'ansage', 'country dreams', 'country', 'mashup', '7″ single. because sometimes two are better than one — split with fistula', '3″ cd. south of hell – 14 songs from the new south — berserker records (ber‑005', 'electronic', 'punk', 'punk rock', 'experimental', 'r&b', 'ronak bhatt', 'ambient', 'artist', 'various', 'release', 'label as artist', 'ncs', 'oldest artist rowid', 'number 1', 'driven by 80s anthems', 'hollywood hits', 'compilatie', 'celtic celebration', 'dfree843', 'cdnnnow128', 'va - we were first - 180 hits in their original versions (2014)', 'fixme', 'world', 'fix me', 'trikitixa', 'sprechgesang', 'fix your tags', 'glass', 'fix', 'oldest artist #1', 'absolute voices', 'fix\u200cme', 'please consider not using this for artist credits', 'm\u200cess', 'put in brackets', 'new generations', 'new generations philip glass', 'leaving on a jet plan', 'bflaminio', 'pop-rock', 'popular', 'live', 'chicago', 'michael jackson', 'ultimate love songs greatest love of all disc 1', 'orthodox', 'nederlands', 'unknown', 'nox', 'wireharp', 'mohsen namjoo', 'klaus baumgart', 'various artists', 'healing sixes', 'la grande sophie', '嫌われ松子の歌たち', 'z103 5 street mix 2k7', 'venezolana', 'niroshima', 'nitzer ebb', 'shankar jaikishan', 'visions', 'razieq', 'rhythm del mundo', 'montuno', 'more 70', 'ussr ministry of culture chamber choir', 'josquin', 'tags', 'kinderliedjes kapiteinwinokio humo', 'soul cargo', 'the welcome committee', 'mimicking birds', 'liturgic', 'miroque', 'liz', 'liz andrade', 'old skool of rock disc 1', 'vera kaa', 'zero t 51', 'tunguska chillout grooves', 'we ll never stop living this way a ghostly primer', 'mega', 'piosenka poetycka muzyka autorska', 'pzzqxnzt6snn_ekrngheoblbupu-', 'pavarotti', 'grase', 'los 24 grandes éxitos de la zarzuela', 'papeete', 'zweiohr', 'ultimatecore', 'lil eazy-e', 'mess mess', 'why are you downvoting the ""mess"" tag? it is a mess!', 'tagmess', 'various artist; not *every* artist', 'shine 4', 'has german audiobooks', 'casanovas', 'мелодии рождества', 'mess mess mess', 'why are you voting down tags that explain stuff', 'you *should* fix your tags', 'still a mess', 'practically all these tags are fail', 'rename into [various artists]', 'please fix', 'tagsmess', 'groom to the gallows', 'megafixme', 'loosers that downvote fixmetags are ...', 'don t use this for artist credits you are to lazy to look-up/make', 'you do realise that every time you downvote a fixme-tag below 0 i unvote it and that tag now permanently stays in the expanded list?', 'kindly fix', 'kindly fixme', 'acoustic best', 'legion of von', 'my sharona', 'cdx', '5099265803', 'experience the classics', 'ƒk₷ℳ€', 'ḟixme', 'i give up on the immature people in the tags here.', 'to the guy that keeps downvoting *every* tag on the va artist', 'rock', 'trance', 'classical', 'pop', 'instrumental', 'rap', 'jazz', 'folk', 'metal', 'new wave', 'hip hop', 'reggae', 'goth', 'opera', 'indie', 'kpop', 'new age', 'psytrance', 'lounge', 'classic', 'christmas', 'folklore', 'progressive trance', 'musical', 'psychobilly', 'drum bass', 'choral', 'meditation', 'japan', 'ost', 'basque', 'beethoven', 'calypso', 'ragga', 'full of fail tags', 'bareto', 'frédéric chopin', 'ibiza', 'musica', 'john coltrane', 'hemi-sync', 'bioshock soundtrack', 'gérard palaprat', 'mary j blige', 'bravo hits', 'infantil', 'dresch', 'africa middle east', 'classique', '80 s fresh new', 'classwar karaoke', 'elc chritmas', 'futebol', 'gospel religious', 'armin van buuren', 'absolute reggae', 'hot hits', 'celtic spirit vol 7', 'es lebe der punk', 'tejano', 'devotional', 'alirio diaz', 'jucanto', 'educacion', 'andrade', 'sunshine', 'marilyn manson', 'cobles', 'kinderchöre', 'die drei', 'sonic seducer cold hands vi', 'andre powels', 'hillbilly', 'birthday', 'foreign language', 'andrew york', 'fjord', 'shwetabh sucks', 'dedicated to you vol 1', 'adam beyer', 'billboard 1 hits', ""don't rate the va artist ffs what"", '50cents', 'breakout artists', 'desperado', '101 moments in music', 'greatest ever! punk & new wave: the definitive collection', 'volkstümliche musik', '2014', 'likedis auto', 'a crooner collection', 'bravo hits 82', 'devotional buddhist chants', 'fail tags', 'fix tags', 'stop using this for artist credits you are to lazy to look-up/make', ""don't rate the va artist"", ""don't tag the va artist"", 'messy tags', '2001 space odyssey', '2017', 'no this is still a mess', 'stop using this for artist credits you are to lazy to look-up/make. srsly', 'faaaaaail', 'failtags', 'fix mess', 'don t tag the va artist (yes i am aware of this irony)', 'don t rate the va artist', ""don't use this for artist credits you are to lazy to look-up/make"", 'stop using this for artist credits period!', '[various artists]', 'f to the i to the x to the m to the e', 'do not using this for artist credits', 'please rename to [various artists]', ""don't tag or rate the various artist"", '21 throwback jams', ""bring up on-par with the other spa's and put this in brackets"", ""every-time you and others downvote. it registers in your tags. then i remove my vote. presto! you're the only one keeping it here!"", 'chillout', 'meta artist', 'blues', 'ska', 'electro', 'bluegrass', 'rockabilly', 'fusion', 'blues rock', 'country rock', 'rock and roll', 'club', 'candombe', 'berlin school', 'binaural beats', 'local music of iran', 'backstreet boys', 'fuzzy artist', 'apparently people are unable to comprehend what ""various artists"" is', ""don't tag the va artist wtf"", 'no matter how long you keep voting down the ""fixme"" tag i will fight you. this should be fixed', 'jungle', 'eurodance', 'soft rock', 'stop using this for artist credits you are to lazy to look-up/make. ffs!', 'tango', 'alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house', 'http musicbrainz org release-group b2aa521d-001b-34ad-a5e9-ca310e55b254 html', 'http://www.musik-sammler.de/cover/734500/734011.jpg', 'mess', '1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822']",special purpose artist,NM,,,,,True,False
3435061,Natos y Waor,Piratas,4,1988,13/02/18,2018,2010,Cicatrices,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,NM,,,,,True,False
3437107,Paulo Londra,Nena Maldición,9,2367,29/01/18,2018,2010,Homerun,Argentina,hombre,"['trap', 'white rapper', 'trap latino', 'trap argentino', 'rap', 'cordoba', 'ended', 'messi']",trap,M,1,0,0,Y,False,True
3437270,Gaby Moreno,La Malagueña,9,798,,2016,2010,Ilusión,Guatemala,mujer,"['jazz', 'blues', 'soul', 'kgrl', 'luisterpaal', 'american', 'rhythm and blues']",jazz,NM,0,0,0,N,False,True
3442667,Laura Pausini,Niebla Gris,8,880,16/03/18,2018,2010,Hazte sentir,Italia,mujer,"['pop', 'italian', 'italian pop', 'ballad', 'adult contemporary', 'soft rock', 'easy listening', 'chanson', 'europop', 'latin pop', 'simon and']",pop,NM,0,0,0,N,False,True
3443005,Arcángel & DJ Luian,50 Sombras de Austin,9,2259,02/11/15,2015,2010,Los Favoritos,Puerto Rico,hombre,"['flamenco', 'contemporary flamenco', 'reggaeton', 'nuevo flamenco', 'trap', 'cantaor', 'latin urban', 'trap latino']",flamenco,M,1,1,0,Y,True,False
3445572,Natos y Waor,Alfa y Omega,5,2537,13/02/18,2018,2010,Cicatrices,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,0,0,N,False,True
3445577,Natos y Waor,Bicho Raro,6,2338,13/02/18,2018,2010,Cicatrices,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,0,0,N,True,False
3446810,Natos y Waor,Pecados,5,2037,13/02/18,2018,2010,Cicatrices,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,1,0,N,False,True
3450107,Melendi,El Arrepentido,8,1789,18/01/18,2018,2010,Ahora,España,hombre,"['pop', 'flamenco', 'new flamenco', 'rumba', 'melendi', 'rock']",pop,NM,,,,,True,False
3453658,Natos y Waor,Generación Perdida,2,1693,31/01/18,2018,2010,Cicatrices,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,0,0,Y,True,False
3454252,Natos y Waor,Ey Mamá,5,1658,13/02/18,2018,2010,Cicatrices,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,1,0,N,True,False
3461840,"Jon Z (Ft. Almighty, De La Ghetto, El Alfa, Ele A El Dominio, Jeycyn, Juanka, Lyan, Miky Woodz, Noriel & Pusho)",Viajo Sin Ver (Remix),1,12950,02/08/18,2018,2010,JonTrapVolta,Puerto Rico,hombre,"['hip hop', 'latin urban', 'pop rap', 'east coast hip hop', 'grammy winner', 'boom bap', 'pop', 'hardcore hip hop', 'chipmunk soul', 'rap', 'rapper', 'us', 'mashup', 'new york hip hop', 'luxury rap', 'relic inn', 'hip-hop', 'hiphop', 'hip hop rnb and dance hall', 'united states']",hip hop,M,1,0,1,Y,True,False
3464459,Natos y Waor,Autodestrucción,7,1713,13/02/18,2018,2010,Cicatrices,España,grupo,"['rap', 'spanish rap', 'hardcore', 'underground rap', 'hip-hop', 'espana', 'underground hip-hop', 'madrid']",rap,M,1,0,1,Y,True,False
3467785,"Easykid, DrefQuila, Paulo Londra & Trainer",Mvp (Remix),11,3492,22/01/18,2018,2010,#NAME?,Chile,hombre,"['reggaeton', 'neoperreo', 'hip-hop', 'rage', 'pop rap', 'breakbeat', 'liquid drum and bass', 'rnb', 'electronic']",reggaeton,M,1,0,1,Y,True,False
3468625,Aitana & Ana Guerra,Lo Malo,9,2171,29/01/18,2018,2010,Sus Canciones (Operación Triunfo 2017),España,mujer,"['pop', 'rock', 'pop rock', 'latin pop', 'trash pop', 'electro-pop', 'electropop', 'female vocals', '2020s']",pop,NM,,,,,True,False
3476648,Aitana,Arde,8,782,29/01/18,2018,2010,Sus Canciones (Operación Triunfo 2017),España,mujer,"['pop', 'rock', 'pop rock', 'latin pop', 'trash pop', 'electro-pop']",pop,NM,,,,,True,False
3476987,Lyanno,Debilidad,7,1991,11/05/16,2016,2010,Debilidad,Puerto Rico,hombre,"['rnb', 'reggaeton', 'urban', 'male vocalist', 'latin urban', 'trap latino']",rnb,M,1,1,1,Y,True,False
3496417,Paulo Londra,Noche Complicada,7,2361,20/04/18,2018,2010,SXSW 2019 Showcasing Artists,Argentina,hombre,"['trap', 'white rapper', 'trap latino', 'trap argentino', 'rap', 'cordoba', 'ended', 'messi']",trap,NM,,,,,True,False
